date,session,period,price
2024-06-28,I1,24,102.18
2024-06-28,I2,24,100.18
2024-06-28,I3,24,96.24
2024-06-28,MD,24,105.18
2024-06-29,I1,1,81.6
2024-06-29,I2,1,69.99
2024-06-29,I3,1,
2024-06-29,MD,1,90.0
2024-06-29,I1,2,71.59
2024-06-29,I2,2,62.4
2024-06-29,I3,2,
2024-06-29,MD,2,71.6
2024-06-29,I1,3,52.5
2024-06-29,I2,3,46.01
2024-06-29,I3,3,
2024-06-29,MD,3,47.5
2024-06-29,I1,4,47.5
2024-06-29,I2,4,46.0
2024-06-29,I3,4,
2024-06-29,MD,4,47.5
2024-06-29,I1,5,49.39
2024-06-29,I2,5,46.01
2024-06-29,I3,5,
2024-06-29,MD,5,47.29
2024-06-29,I1,6,47.01
2024-06-29,I2,6,46.66
2024-06-29,I3,6,
2024-06-29,MD,6,47.01
2024-06-29,I1,7,59.79
2024-06-29,I2,7,46.66
2024-06-29,I3,7,
2024-06-29,MD,7,47.29
2024-06-29,I1,8,60.1
2024-06-29,I2,8,46.01
2024-06-29,I3,8,
2024-06-29,MD,8,50.2
2024-06-29,I1,9,47.39
2024-06-29,I2,9,45.88
2024-06-29,I3,9,
2024-06-29,MD,9,47.29
2024-06-29,I1,10,56.63
2024-06-29,I2,10,74.36
2024-06-29,I3,10,
2024-06-29,MD,10,46.62
2024-06-29,I1,11,66.83
2024-06-29,I2,11,85.01
2024-06-29,I3,11,
2024-06-29,MD,11,45.06
2024-06-29,I1,12,45.02
2024-06-29,I2,12,72.9
2024-06-29,I3,12,
2024-06-29,MD,12,35.02
2024-06-29,I1,13,32.0
2024-06-29,I2,13,49.0
2024-06-29,I3,13,35.01
2024-06-29,MD,13,35.01
2024-06-29,I1,14,17.5
2024-06-29,I2,14,35.0
2024-06-29,I3,14,32.0
2024-06-29,MD,14,35.0
2024-06-29,I1,15,-1.31
2024-06-29,I2,15,3.16
2024-06-29,I3,15,0.0
2024-06-29,MD,15,10.0
2024-06-29,I1,16,-5.5
2024-06-29,I2,16,2.39
2024-06-29,I3,16,1.5
2024-06-29,MD,16,1.5
2024-06-29,I1,17,0.0
2024-06-29,I2,17,12.2
2024-06-29,I3,17,9.0
2024-06-29,MD,17,12.76
2024-06-29,I1,18,23.9
2024-06-29,I2,18,37.55
2024-06-29,I3,18,31.86
2024-06-29,MD,18,31.86
2024-06-29,I1,19,40.02
2024-06-29,I2,19,45.51
2024-06-29,I3,19,44.85
2024-06-29,MD,19,35.02
2024-06-29,I1,20,52.53
2024-06-29,I2,20,46.66
2024-06-29,I3,20,50.0
2024-06-29,MD,20,46.6
2024-06-29,I1,21,73.93
2024-06-29,I2,21,73.37
2024-06-29,I3,21,77.77
2024-06-29,MD,21,73.37
2024-06-29,I1,22,100.31
2024-06-29,I2,22,101.9
2024-06-29,I3,22,104.36
2024-06-29,MD,22,102.36
2024-06-29,I1,23,103.13
2024-06-29,I2,23,101.9
2024-06-29,I3,23,106.08
2024-06-29,MD,23,106.08
2024-06-29,I1,24,98.44
2024-06-29,I2,24,100.26
2024-06-29,I3,24,104.6
2024-06-29,MD,24,100.94
2024-06-30,I1,1,94.82
2024-06-30,I2,1,90.9
2024-06-30,I3,1,
2024-06-30,MD,1,102.9
2024-06-30,I1,2,93.71
2024-06-30,I2,2,91.53
2024-06-30,I3,2,
2024-06-30,MD,2,101.7
2024-06-30,I1,3,92.5
2024-06-30,I2,3,82.64
2024-06-30,I3,3,
2024-06-30,MD,3,101.7
2024-06-30,I1,4,91.63
2024-06-30,I2,4,65.0
2024-06-30,I3,4,
2024-06-30,MD,4,101.7
2024-06-30,I1,5,90.83
2024-06-30,I2,5,67.78
2024-06-30,I3,5,
2024-06-30,MD,5,100.92
2024-06-30,I1,6,90.83
2024-06-30,I2,6,74.17
2024-06-30,I3,6,
2024-06-30,MD,6,100.92
2024-06-30,I1,7,90.85
2024-06-30,I2,7,73.48
2024-06-30,I3,7,
2024-06-30,MD,7,99.75
2024-06-30,I1,8,71.04
2024-06-30,I2,8,54.77
2024-06-30,I3,8,
2024-06-30,MD,8,73.37
2024-06-30,I1,9,47.5
2024-06-30,I2,9,48.95
2024-06-30,I3,9,
2024-06-30,MD,9,47.5
2024-06-30,I1,10,53.01
2024-06-30,I2,10,48.41
2024-06-30,I3,10,
2024-06-30,MD,10,44.01
2024-06-30,I1,11,45.0
2024-06-30,I2,11,65.0
2024-06-30,I3,11,
2024-06-30,MD,11,35.01
2024-06-30,I1,12,12.76
2024-06-30,I2,12,21.0
2024-06-30,I3,12,
2024-06-30,MD,12,22.99
2024-06-30,I1,13,0.0
2024-06-30,I2,13,1.49
2024-06-30,I3,13,11.74
2024-06-30,MD,13,10.0
2024-06-30,I1,14,0.0
2024-06-30,I2,14,0.0
2024-06-30,I3,14,4.49
2024-06-30,MD,14,4.49
2024-06-30,I1,15,-1.98
2024-06-30,I2,15,-2.0
2024-06-30,I3,15,2.0
2024-06-30,MD,15,0.02
2024-06-30,I1,16,-3.99
2024-06-30,I2,16,-0.47
2024-06-30,I3,16,-2.2
2024-06-30,MD,16,0.0
2024-06-30,I1,17,-1.07
2024-06-30,I2,17,0.52
2024-06-30,I3,17,0.47
2024-06-30,MD,17,0.94
2024-06-30,I1,18,0.0
2024-06-30,I2,18,3.6
2024-06-30,I3,18,8.89
2024-06-30,MD,18,3.6
2024-06-30,I1,19,19.0
2024-06-30,I2,19,30.17
2024-06-30,I3,19,41.15
2024-06-30,MD,19,27.43
2024-06-30,I1,20,60.83
2024-06-30,I2,20,49.62
2024-06-30,I3,20,51.26
2024-06-30,MD,20,46.62
2024-06-30,I1,21,71.11
2024-06-30,I2,21,62.76
2024-06-30,I3,21,79.0
2024-06-30,MD,21,59.1
2024-06-30,I1,22,101.7
2024-06-30,I2,22,101.64
2024-06-30,I3,22,102.18
2024-06-30,MD,22,101.64
2024-06-30,I1,23,104.25
2024-06-30,I2,23,103.22
2024-06-30,I3,23,111.0
2024-06-30,MD,23,103.22
2024-06-30,I1,24,101.7
2024-06-30,I2,24,100.92
2024-06-30,I3,24,100.05
2024-06-30,MD,24,100.92
