date,period,PMD,precio_desvio_subir,precio_desvio_bajar,spread_desvio_subir,spread_desvio_bajar,ratio_desvio,is_desvio_unico_a_subir,is_desvio_unico_a_bajar,is_pseudo_desvio_unico_a_subir,is_pseudo_desvio_unico_a_bajar,ratio_bigger
2024-06-25 07:00:00,8,98.2,49.14,97.9,-49.06,-0.29999999999999716,,,1,,,
2024-06-25 08:00:00,9,74.77,31.25,94.54,-43.519999999999996,19.77000000000001,2.201315123925138,,,,,
2024-06-25 09:00:00,10,64.9,16.03,80.04,-48.870000000000005,15.14,3.227873183619551,,,,,1
2024-06-25 10:00:00,11,35.69,31.87,79.38,-3.8199999999999967,43.69,-11.437172774869119,,,,,1
2024-06-25 11:00:00,12,35.02,36.12,79.32,1.0999999999999943,44.29999999999999,,1,,,,
2024-06-25 12:00:00,13,35.01,74.63,74.63,39.62,39.62,,1,,,,
2024-06-25 13:00:00,14,35.01,-1.2,76.21,-36.21,41.199999999999996,-1.1378072355702844,,,,,
2024-06-25 14:00:00,15,35.0,-1.26,77.01,-36.26,42.010000000000005,-1.1585769442912301,,,,,
2024-06-25 15:00:00,16,35.0,9.14,79.99,-25.86,44.989999999999995,-1.7397525135344158,,,,,
2024-06-25 16:00:00,17,35.0,0.39,72.26,-34.61,37.260000000000005,-1.0765674660502746,,,,,
2024-06-25 17:00:00,18,35.02,35.52,79.94,0.5,44.919999999999995,,1,,,,
2024-06-25 18:00:00,19,48.99,40.29,90.41,-8.700000000000003,41.419999999999995,-4.7609195402298825,,,,,1
2024-06-25 19:00:00,20,77.0,30.92,97.14,-46.08,20.14,2.2879841112214496,,,,,
2024-06-25 20:00:00,21,105.0,45.63,93.24,-59.37,-11.760000000000005,,,1,,,
2024-06-25 21:00:00,22,117.41,57.09,85.16,-60.31999999999999,-32.25,,,1,,,
2024-06-25 22:00:00,23,116.81,66.73,88.47,-50.08,-28.340000000000003,,,1,,,
2024-06-25 23:00:00,24,105.45,76.51,104.13,-28.939999999999998,-1.3200000000000074,,,1,,,
2024-06-26 00:00:00,1,107.43,108.12,116.0,0.6899999999999977,8.569999999999993,,1,,,,
2024-06-26 01:00:00,2,99.96,100.58,119.97,0.6200000000000045,20.010000000000005,,1,,,,
2024-06-26 02:00:00,3,95.32,74.09,115.7,-21.22999999999999,20.38000000000001,1.0417075564278695,,,,,
2024-06-26 03:00:00,4,95.46,69.23,118.78,-26.22999999999999,23.320000000000007,1.124785591766723,,,,,
2024-06-26 04:00:00,5,91.7,59.7,116.37,-32.0,24.67,1.2971220105391164,,,,,
2024-06-26 05:00:00,6,97.12,59.36,95.74,-37.760000000000005,-1.3800000000000097,,,1,,,
2024-06-26 06:00:00,7,109.59,60.36,67.94,-49.230000000000004,-41.650000000000006,,,1,,,
2024-06-26 07:00:00,8,130.0,50.47,121.02,-79.53,-8.980000000000004,,,1,,,
2024-06-26 08:00:00,9,115.45,60.5,103.96,-54.95,-11.490000000000009,,,1,,,
2024-06-26 09:00:00,10,101.76,60.25,118.63,-41.510000000000005,16.86999999999999,2.4605809128630725,,,,,
2024-06-26 10:00:00,11,90.98,58.38,96.89,-32.6,5.909999999999997,5.516074450084606,,,,,1
2024-06-26 11:00:00,12,85.99,55.36,98.26,-30.629999999999995,12.27000000000001,2.4963325183374057,,,,,
2024-06-26 12:00:00,13,79.41,35.07,73.93,-44.339999999999996,-5.47999999999999,,,1,,,
2024-06-26 13:00:00,14,77.24,49.53,83.05,-27.709999999999994,5.810000000000002,4.769363166953525,,,,,1
2024-06-26 14:00:00,15,73.65,57.83,81.62,-15.820000000000007,7.969999999999999,1.9849435382685081,,,,,
2024-06-26 15:00:00,16,60.0,47.38,68.21,-12.619999999999997,8.209999999999994,1.5371498172959814,,,,,
2024-06-26 16:00:00,17,61.0,15.35,83.78,-45.65,22.78,2.003950834064969,,,,,
2024-06-26 17:00:00,18,82.01,4.66,93.88,-77.35000000000001,11.86999999999999,6.516427969671446,,,,,1
2024-06-26 18:00:00,19,91.22,58.81,112.29,-32.41,21.070000000000007,1.5382059800664445,,,,,
2024-06-26 19:00:00,20,104.55,61.46,100.57,-43.089999999999996,-3.980000000000004,,,1,,,
2024-06-26 20:00:00,21,116.05,57.99,109.5,-58.059999999999995,-6.549999999999997,,,1,,,
2024-06-26 21:00:00,22,137.18,75.66,124.99,-61.52000000000001,-12.190000000000012,,,1,,,
2024-06-26 22:00:00,23,118.98,70.73,109.16,-48.25,-9.820000000000007,,,1,,,
2024-06-26 23:00:00,24,110.0,68.63,103.36,-41.370000000000005,-6.640000000000001,,,1,,,
2024-06-27 00:00:00,1,102.07,104.57,112.59,2.5,10.52000000000001,,1,,,,
2024-06-27 01:00:00,2,99.0,110.57,110.57,11.569999999999993,11.569999999999993,,1,,,,
2024-06-27 02:00:00,3,101.77,112.01,112.01,10.240000000000009,10.240000000000009,,1,,,,
2024-06-27 03:00:00,4,104.37,112.23,112.23,7.859999999999999,7.859999999999999,,1,,,,
2024-06-27 04:00:00,5,101.77,111.42,111.42,9.650000000000006,9.650000000000006,,1,,,,
2024-06-27 05:00:00,6,99.17,69.07,111.61,-30.10000000000001,12.439999999999998,2.419614147909969,,,,,
2024-06-27 06:00:00,7,112.72,85.44,111.06,-27.28,-1.6599999999999966,,,1,,,
2024-06-27 07:00:00,8,120.74,75.25,120.16,-45.489999999999995,-0.5799999999999983,,,1,,,
2024-06-27 08:00:00,9,115.44,85.7,116.44,-29.739999999999995,1.0,29.739999999999995,,,,1,
2024-06-27 09:00:00,10,102.07,112.8,112.8,10.730000000000004,10.730000000000004,,1,,,,
2024-06-27 10:00:00,11,100.47,93.66,110.4,-6.810000000000002,9.930000000000007,-1.4581497797356833,,,,,
2024-06-27 11:00:00,12,77.0,62.43,106.65,-14.57,29.650000000000006,-2.0350034317089913,,,,,
2024-06-27 12:00:00,13,65.01,65.77,104.23,0.7599999999999909,39.22,,1,,,,
2024-06-27 13:00:00,14,64.75,65.4,88.7,0.6500000000000057,23.950000000000003,,1,,,,
2024-06-27 14:00:00,15,51.1,44.37,104.48,-6.730000000000004,53.38,-7.93164933135215,,,,,1
2024-06-27 15:00:00,16,45.66,4.25,95.05,-41.41,49.39,-1.1927070755856075,,,,,
2024-06-27 16:00:00,17,42.45,43.71,70.17,1.259999999999998,27.72,,1,,,,
2024-06-27 17:00:00,18,45.06,3.34,91.74,-41.72,46.67999999999999,-1.11888782358581,,,,,
2024-06-27 18:00:00,19,63.43,34.7,103.87,-28.729999999999997,40.440000000000005,-1.4075878872258967,,,,,
2024-06-27 19:00:00,20,75.39,59.96,98.0,-15.43,22.61,-1.4653272845106935,,,,,
2024-06-27 20:00:00,21,99.75,48.56,105.76,-51.19,6.010000000000005,8.517470881863552,,,,,1
2024-06-27 21:00:00,22,116.05,89.12,111.28,-26.929999999999993,-4.769999999999996,,,1,,,
2024-06-27 22:00:00,23,118.35,80.31,115.8,-38.03999999999999,-2.549999999999997,,,1,,,
2024-06-27 23:00:00,24,114.72,65.64,111.54,-49.08,-3.1799999999999926,,,1,,,
2024-06-28 00:00:00,1,99.0,105.0,105.0,6.0,6.0,,1,,,,
2024-06-28 01:00:00,2,100.0,104.3,104.3,4.299999999999997,4.299999999999997,,1,,,,
2024-06-28 02:00:00,3,98.6,101.25,101.25,2.6500000000000057,2.6500000000000057,,1,,,,
2024-06-28 03:00:00,4,94.04,100.96,100.96,6.9199999999999875,6.9199999999999875,,1,,,,
2024-06-28 04:00:00,5,93.4,99.72,99.72,6.319999999999993,6.319999999999993,,1,,,,
2024-06-28 05:00:00,6,95.81,60.8,105.47,-35.010000000000005,9.659999999999997,3.624223602484474,,,,,1
2024-06-28 06:00:00,7,99.9,83.5,111.06,-16.400000000000006,11.159999999999997,1.4695340501792125,,,,,
2024-06-28 07:00:00,8,100.16,82.08,111.9,-18.08,11.740000000000009,1.5400340715502543,,,,,
2024-06-28 08:00:00,9,103.5,72.64,112.09,-30.86,8.590000000000003,3.5925494761350394,,,,,1
2024-06-28 09:00:00,10,98.6,55.63,107.08,-42.96999999999999,8.480000000000004,5.067216981132072,,,,,1
2024-06-28 10:00:00,11,92.0,63.24,104.32,-28.759999999999998,12.319999999999993,2.3344155844155856,,,,,
2024-06-28 11:00:00,12,76.1,62.3,105.53,-13.799999999999997,29.430000000000007,-2.132608695652175,,,,,
2024-06-28 12:00:00,13,59.99,7.09,114.97,-52.900000000000006,54.98,-1.0393194706994326,,,,,
2024-06-28 13:00:00,14,47.01,48.91,103.97,1.8999999999999986,56.96,,1,,,,
2024-06-28 14:00:00,15,45.77,29.64,104.13,-16.130000000000003,58.35999999999999,-3.6181029138251692,,,,,1
2024-06-28 15:00:00,16,40.0,27.55,89.2,-12.45,49.2,-3.951807228915663,,,,,1
2024-06-28 16:00:00,17,35.02,5.38,94.92,-29.640000000000004,59.9,-2.0209176788124155,,,,,
2024-06-28 17:00:00,18,35.02,18.55,71.45,-16.470000000000002,36.43,-2.2119004250151786,,,,,
2024-06-28 18:00:00,19,48.64,17.17,91.57,-31.47,42.92999999999999,-1.3641563393708291,,,,,
2024-06-28 19:00:00,20,88.5,36.83,96.33,-51.67,7.829999999999998,6.598978288633463,,,,,1
2024-06-28 20:00:00,21,94.04,37.11,97.37,-56.93000000000001,3.3299999999999983,17.096096096096108,,,,,1
2024-06-28 21:00:00,22,105.42,55.9,103.26,-49.52,-2.1599999999999966,,,1,,,
2024-06-28 22:00:00,23,113.3,56.19,0.0,-57.11,-113.3,,,1,,,
2024-06-28 23:00:00,24,105.18,45.77,73.55,-59.410000000000004,-31.63000000000001,,,1,,,
2024-06-29 00:00:00,1,90.0,42.63,91.87,-47.37,1.8700000000000045,25.331550802138974,,,,1,
2024-06-29 01:00:00,2,71.6,46.33,70.35,-25.269999999999996,-1.25,,,1,,,
2024-06-29 02:00:00,3,47.5,45.99,89.49,-1.509999999999998,41.989999999999995,-27.807947019867584,,,1,,
2024-06-29 03:00:00,4,47.5,38.83,85.65,-8.670000000000002,38.150000000000006,-4.400230680507497,,,,,1
2024-06-29 04:00:00,5,47.29,96.84,96.84,49.550000000000004,49.550000000000004,,1,,,,
2024-06-29 05:00:00,6,47.01,95.48,95.48,48.470000000000006,48.470000000000006,,1,,,,
2024-06-29 06:00:00,7,47.29,47.81,94.83,0.5200000000000031,47.54,,1,,,,
2024-06-29 07:00:00,8,50.2,50.66,94.34,0.45999999999999375,44.14,,1,,,,
2024-06-29 08:00:00,9,47.29,44.28,84.46,-3.009999999999998,37.169999999999995,-12.348837209302332,,,,,1
2024-06-29 09:00:00,10,46.62,45.31,94.07,-1.3099999999999952,47.449999999999996,-36.22137404580166,,,1,,
2024-06-29 10:00:00,11,45.06,48.32,98.07,3.259999999999998,53.00999999999999,,1,,,,
2024-06-29 11:00:00,12,35.02,32.29,96.52,-2.730000000000004,61.49999999999999,-22.527472527472494,,,,,1
2024-06-29 12:00:00,13,35.01,30.86,89.91,-4.149999999999999,54.9,-13.228915662650607,,,,,1
2024-06-29 13:00:00,14,35.0,0.19,83.28,-34.81,48.28,-1.38695777075553,,,,,
2024-06-29 14:00:00,15,10.0,1.27,89.02,-8.73,79.02,-9.051546391752577,,,,,1
2024-06-29 15:00:00,16,1.5,0.29,74.47,-1.21,72.97,-60.30578512396694,,,1,,
2024-06-29 16:00:00,17,12.76,12.85,83.92,0.08999999999999986,71.16,,1,,,,
2024-06-29 17:00:00,18,31.86,2.3,86.07,-29.56,54.209999999999994,-1.8338971583220567,,,,,
2024-06-29 18:00:00,19,35.02,16.6,79.97,-18.42,44.949999999999996,-2.4402823018458193,,,,,
2024-06-29 19:00:00,20,46.6,45.85,92.42,-0.75,45.82,-61.093333333333334,,,1,,
2024-06-29 20:00:00,21,73.37,52.82,97.8,-20.550000000000004,24.429999999999993,-1.1888077858880772,,,,,
2024-06-29 21:00:00,22,102.36,57.98,107.97,-44.38,5.609999999999999,7.910873440285206,,,,,1
2024-06-29 22:00:00,23,106.08,99.61,106.16,-6.469999999999999,0.0799999999999983,80.8750000000017,,,,1,
2024-06-29 23:00:00,24,100.94,69.14,102.89,-31.799999999999997,1.9500000000000028,16.30769230769228,,,,1,
2024-06-30 00:00:00,1,102.9,73.72,105.3,-29.180000000000007,2.3999999999999915,12.15833333333338,,,,,1
2024-06-30 01:00:00,2,101.7,102.34,102.34,0.6400000000000006,0.6400000000000006,,1,,,1,
2024-06-30 02:00:00,3,101.7,102.0,102.0,0.29999999999999716,0.29999999999999716,,1,,,1,
2024-06-30 03:00:00,4,101.7,58.22,101.61,-43.480000000000004,-0.09000000000000341,,,1,,,
2024-06-30 04:00:00,5,100.92,98.42,98.42,-2.5,-2.5,,,1,,,
2024-06-30 05:00:00,6,100.92,101.18,101.18,0.2600000000000051,0.2600000000000051,,1,,,1,
2024-06-30 06:00:00,7,99.75,82.34,97.73,-17.409999999999997,-2.019999999999996,,,1,,,
2024-06-30 07:00:00,8,73.37,91.29,91.29,17.92,17.92,,1,,,,
2024-06-30 08:00:00,9,47.5,44.88,90.29,-2.6199999999999974,42.790000000000006,-16.33206106870231,,,,,1
2024-06-30 09:00:00,10,44.01,79.61,79.61,35.6,35.6,,1,,,,
2024-06-30 10:00:00,11,35.01,10.35,81.28,-24.659999999999997,46.27,-1.8763179237631795,,,,,
2024-06-30 11:00:00,12,22.99,0.93,78.43,-22.06,55.44000000000001,-2.513145965548505,,,,,
2024-06-30 12:00:00,13,10.0,2.03,59.46,-7.970000000000001,49.46,-6.205771643663739,,,,,1
2024-06-30 13:00:00,14,4.49,-2.22,44.52,-6.710000000000001,40.03,-5.965722801788375,,,,,1
2024-06-30 14:00:00,15,0.02,0.02,81.53,0.0,81.51,,1,,,,
2024-06-30 15:00:00,16,0.0,0.4,74.87,0.4,74.87,,1,,,,
2024-06-30 16:00:00,17,0.94,-0.81,78.55,-1.75,77.61,-44.348571428571425,,,1,,
2024-06-30 17:00:00,18,3.6,-200.03,59.91,-203.63,56.309999999999995,3.6162315752086664,,,,,1
2024-06-30 18:00:00,19,27.43,-6.45,82.36,-33.88,54.93,-1.6213105076741439,,,,,
2024-06-30 19:00:00,20,46.62,4.99,96.67,-41.629999999999995,50.050000000000004,-1.2022579870285854,,,,,
2024-06-30 20:00:00,21,59.1,14.07,14.07,-45.03,-45.03,,,1,,,
2024-06-30 21:00:00,22,101.64,44.26,99.97,-57.38,-1.6700000000000017,,,1,,,
2024-06-30 22:00:00,23,103.22,53.68,98.29,-49.54,-4.929999999999993,,,1,,,
2024-06-30 23:00:00,24,100.92,42.73,97.75,-58.190000000000005,-3.1700000000000017,,,1,,,
